"sanity_id","name","slug","catalog","series","category","size","finish","application","spaces","collection","has_matching_floor","variants","image_filename","image_url","hidden","sort_order","notes"
"y29nl9pwiSAsJMnZQk9qpD","Lake 103","lake-103-300x300","wall-300x450","Lake","Ceramic","300×300 mm","Matt","Floor","","","","","LAKE 103.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/94e74434fc222dd13ad3b0725103c66cda343ccf-497x497.jpg","FALSE","570",""
"y29nl9pwiSAsJMnZQk9qr8","Lake 104","lake-104-300x300","wall-300x450","Lake","Ceramic","300×300 mm","Matt","Floor","","","","","LAKE 104.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/3f778f122572357620350144779da35d5efe5f52-497x497.jpg","FALSE","580",""
"y29nl9pwiSAsJMnZQk9qt3","Level 104","level-104-300x300","wall-300x450","Level","Ceramic","300×300 mm","Matt","Floor","","","","","LEVEL 104.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e278014d638ca64836fdb3d11fd9ad5be41bd580-497x497.jpg","FALSE","590",""
"y29nl9pwiSAsJMnZQk9quy","Level 107","level-107-300x300","wall-300x450","Level","Ceramic","300×300 mm","Matt","Floor","","","","","LEVEL 107.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6df45ab40238e2f7e5e420a04cc9e3fdbc8a7bc4-497x497.jpg","FALSE","600",""
"y29nl9pwiSAsJMnZQk9qwt","Liberal 104","liberal-104-300x300","wall-300x450","Liberal","Ceramic","300×300 mm","Matt","Floor","","","","","LIBERAL 104.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/fc90b2dd9ddbb7ceeeaac3bd4e4b489be60bd736-497x497.jpg","FALSE","610",""
"y29nl9pwiSAsJMnZQk9qyo","Ligen Db ","ligen-db-300x300","wall-300x450","Ligen Db","Ceramic","300×300 mm","Matt","Floor","","","","","LIGEN_DB_.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b35f76a3d71cc77c32c0f93b01d8f0c2fc7d497b-4945x4945.jpg","FALSE","620",""
"y29nl9pwiSAsJMnZQk9r0j","Lake Brown","lake-brown-300x300","wall-300x450","Lake Brown","Ceramic","300×300 mm","Matt","Floor","","","","","Lake Brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/7f84e98fff583ec4344f8ced3ba5e20e1364c3ff-4252x4252.jpg","FALSE","630",""
"y29nl9pwiSAsJMnZQk9r2e","Lake Grey","lake-grey-300x300","wall-300x450","Lake Grey","Ceramic","300×300 mm","Matt","Floor","","","","","Lake Grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/5b11a2916959e9c7310042a5067e7bf1b0e90416-4252x4252.jpg","FALSE","640",""
"y29nl9pwiSAsJMnZQk9r4Z","Level Dark","level-dark-300x300","wall-300x450","Level","Ceramic","300×300 mm","Matt","Floor","","","","","Level Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b6fa7be99f610f424761ad4acc7453165458fa8f-4252x4252.jpg","FALSE","650",""
"y29nl9pwiSAsJMnZQk9r6U","Level Light","level-light-300x300","wall-300x450","Level","Ceramic","300×300 mm","Matt","Floor","","","","","Level Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/08bd5ba57b500bf87be761c151a4efa6f89434e9-4252x4252.jpg","FALSE","660",""
"y29nl9pwiSAsJMnZQk9r8P","Liberal","liberal-300x300","wall-300x450","Liberal","Ceramic","300×300 mm","Matt","Floor","","","","","Liberal.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c2aaf0509eb1651e9b9debb6c62b6eb2055b8513-4252x4252.jpg","FALSE","670",""
"y29nl9pwiSAsJMnZQk9rAK","Magadh","magadh-300x300","wall-300x450","Magadh","Ceramic","300×300 mm","Matt","Floor","","","","","MAGADH_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/603d6275bbbff4c8d2b065fefc084e4c89d67791-4945x4945.jpg","FALSE","680",""
"y29nl9pwiSAsJMnZQk9rCF","Mirag","mirag-300x300","wall-300x450","Mirag","Ceramic","300×300 mm","Matt","Floor","","","","","MIRAG_DB_C5.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/0d9e9d5410caee36c2c16e05e08f335e3e76beb2-4945x4945.jpg","FALSE","690",""
"y29nl9pwiSAsJMnZQk9rEA","Mosic","mosic-300x300","wall-300x450","Mosic","Ceramic","300×300 mm","Matt","Floor","","","","","MOSIC_C7_final.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8f89b61071983e8e514d028b3118a43405df9435-4945x4945.jpg","FALSE","700",""
"y29nl9pwiSAsJMnZQk9rG5","Noble Black Floor","noble-black-300x300","wall-300x450","Noble Black","Ceramic","300×300 mm","Matt","Floor","","","","","NOBLE BLACK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/feb99fe9c74a335a4e650def92e036360707e290-4945x4945.jpg","FALSE","710",""
"y29nl9pwiSAsJMnZQk9rI0","Noble White","noble-white-300x300","wall-300x450","Noble White","Ceramic","300×300 mm","Matt","Floor","","","","","NOBLE WHITE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/88d1fe0565667d8458317ce5d6f7ebdadae7d83d-4945x4945.jpg","FALSE","720",""
"y29nl9pwiSAsJMnZQk9rJv","Neo Remote","neo-remote-300x300","wall-300x450","Neo Remote","Ceramic","300×300 mm","Matt","Floor","","","","","Neo Remote.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6d53b9ada246bf18e2145b64f9a51e8f2320b00a-4252x4252.jpg","FALSE","730",""
"y29nl9pwiSAsJMnZQk9rLq","Oceanic Blue Dark Floor","oceanic-blue-dark-300x300","wall-300x450","Oceanic Blue","Ceramic","300×300 mm","Matt","Floor","","","","","OCEANIC BLUE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8f6d296819c0f0303a484bdae7496fbdd1bd833c-4945x4945.jpg","FALSE","740",""
"y29nl9pwiSAsJMnZQk9rNl","Ocean","ocean-300x300","wall-300x450","Ocean","Ceramic","300×300 mm","Matt","Floor","","","","","OCEANIC BLUE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8f6d296819c0f0303a484bdae7496fbdd1bd833c-4945x4945.jpg","FALSE","750",""
"y29nl9pwiSAsJMnZQk9rPg","Orient 108","orient-108-300x300","wall-300x450","Orient","Ceramic","300×300 mm","Matt","Floor","","","","","ORIENT 108.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9acbd3a0560539a95d27d51c4b5b66b986b905bf-497x497.jpg","FALSE","760",""
"y29nl9pwiSAsJMnZQk9rRb","Orient","orient-300x300","wall-300x450","Orient","Ceramic","300×300 mm","Matt","Floor","","","","","Orient.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/403fe36e7f7943d69586c64b4de293d8ad80cf1c-4252x4252.jpg","FALSE","770",""
"y29nl9pwiSAsJMnZQk9rTW","Pitch 505","pitch-505-300x300","wall-300x450","Pitch","Ceramic","300×300 mm","Matt","Floor","","","","","PITCH 505.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/7e1313366182394bc315f1fda12d88f11db05269-497x497.jpg","FALSE","780",""
"y29nl9pwiSAsJMnZQk9rVR","Pitch 506","pitch-506-300x300","wall-300x450","Pitch","Ceramic","300×300 mm","Matt","Floor","","","","","PITCH 506.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ece711a984e23ca73841a960f138af8e107c3c4b-497x497.jpg","FALSE","790",""
"y29nl9pwiSAsJMnZQk9rXM","Pitch 511","pitch-511-300x300","wall-300x450","Pitch","Ceramic","300×300 mm","Matt","Floor","","","","","PITCH 511.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6fb2da739c843f1fad3955aeb6a286e9f2040347-497x497.jpg","FALSE","800",""
"y29nl9pwiSAsJMnZQk9rZH","Pristine Grey","pristine-grey-300x300","wall-300x450","Pristine Grey","Ceramic","300×300 mm","Matt","Floor","","","","","PRISTINE GREY_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/762f040de54914364a164a5c18bbbb4e350721e8-4945x4945.jpg","FALSE","810",""
"y29nl9pwiSAsJMnZQk9rbC","Purpul Dark","purpul-dark-300x300","wall-300x450","Purpul","Ceramic","300×300 mm","Matt","Floor","","","","","PURPUL_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c7efceec9667b96129a55574f3ae631644d5721d-4945x4945.jpg","FALSE","820",""
"y29nl9pwiSAsJMnZQk9rd7","Puzzle 107","puzzle-107-300x300","wall-300x450","Puzzle","Ceramic","300×300 mm","Matt","Floor","","","","","PUZZLE 107.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/0709d82f07733eab6babaaa010854374d963de5e-497x497.jpg","FALSE","830",""
"y29nl9pwiSAsJMnZQk9rf2","Parcle Dark","parcle-dark-300x300","wall-300x450","Parcle","Ceramic","300×300 mm","Matt","Floor","","","","","Parcle Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b06c2b614f3d660a8befcf9982666af2eb5b3123-4252x4252.jpg","FALSE","840",""
"y29nl9pwiSAsJMnZQk9rgx","Parcle Light","parcle-light-300x300","wall-300x450","Parcle","Ceramic","300×300 mm","Matt","Floor","","","","","Parcle Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/090a4dcc5cc264176902400ee5dbce8bb4f29cf1-4252x4252.jpg","FALSE","850",""
"y29nl9pwiSAsJMnZQk9ris","Persona","persona-300x300","wall-300x450","Persona","Ceramic","300×300 mm","Matt","Floor","","","","","Persona.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/cb13d0aba6ee9c007ebce2f780db28769383e304-4252x4252.jpg","FALSE","860",""
"y29nl9pwiSAsJMnZQk9rkn","Pitch Brown","pitch-brown-300x300","wall-300x450","Pitch Brown","Ceramic","300×300 mm","Matt","Floor","","","","","Pitch Brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6c442cb9a636688c573b3cf50ffec7f218d2bb93-4252x4252.jpg","FALSE","870",""
"y29nl9pwiSAsJMnZQk9rmi","Pitch Dark","pitch-dark-300x300","wall-300x450","Pitch","Ceramic","300×300 mm","Matt","Floor","","","","","Pitch Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2d069b91799a191e705b77af2df1198beb14b993-4252x4252.jpg","FALSE","880",""
"y29nl9pwiSAsJMnZQk9rod","Pitch Light","pitch-light-300x300","wall-300x450","Pitch","Ceramic","300×300 mm","Matt","Floor","","","","","Pitch Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/84aa612bf7b588a604ec44c853fff2d998284dab-4252x4252.jpg","FALSE","890",""
"y29nl9pwiSAsJMnZQk9rqY","Puzzle","puzzle-300x300","wall-300x450","Puzzle","Ceramic","300×300 mm","Matt","Floor","","","","","Puzzle.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2ce0678cbb468f409bbf6951fbfcf8f5f44a0566-4252x4252.jpg","FALSE","900",""
"y29nl9pwiSAsJMnZQk9rsT","Remote 105 Light","remote-105-light-300x300","wall-300x450","Remote 105","Ceramic","300×300 mm","Matt","Floor","","","","","REMOTE 105 LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d8ce885218ce2d6f864d5f945dfd32b6be732f52-497x497.jpg","FALSE","910",""
"y29nl9pwiSAsJMnZQk9ruO","Remote 106","remote-106-300x300","wall-300x450","Remote","Ceramic","300×300 mm","Matt","Floor","","","","","REMOTE 106.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/bfa4aa562d1ace61a88f956f656fc0fd0e3987d8-497x497.jpg","FALSE","920",""
"y29nl9pwiSAsJMnZQk9rwJ","Remote 617","remote-617-300x300","wall-300x450","Remote","Ceramic","300×300 mm","Matt","Floor","","","","","REMOTE 617.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/30ff35b618f97535281eba788763ca141fa5101e-497x497.jpg","FALSE","930",""
"y29nl9pwiSAsJMnZQk9ryE","Richmond Db ","richmond-db-300x300","wall-300x450","Richmond Db","Ceramic","300×300 mm","Matt","Floor","","","","","RICHMOND_DB_.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/48cff19ef0b482225dd828ed17f8037155f6fa92-4945x4945.jpg","FALSE","940",""
"y29nl9pwiSAsJMnZQk9s09","Rocher Pink Light Floor","rocher-pink-light-300x300","wall-300x450","Rocher Pink","Ceramic","300×300 mm","Matt","Floor","","","","","ROCHER PINK_LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ff59a8637e6c4c90641dabbf6954c2f027ff0090-4913x4913.jpg","FALSE","950",""
"y29nl9pwiSAsJMnZQk9s24","Remote Dark","remote-dark-300x300","wall-300x450","Remote","Ceramic","300×300 mm","Matt","Floor","","","","","Remote Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9c6a9e2cde59e2558e66ef4f95e7e2e02ee926ae-4252x4252.jpg","FALSE","960",""
"y29nl9pwiSAsJMnZQk9s3z","Remote Light","remote-light-300x300","wall-300x450","Remote","Ceramic","300×300 mm","Matt","Floor","","","","","Remote Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/a495720963df4cc77b5f7aee7cc6cc377efbd736-4252x4252.jpg","FALSE","970",""
"y29nl9pwiSAsJMnZQk9s5u","Ruby","ruby-300x300","wall-300x450","Ruby","Ceramic","300×300 mm","Matt","Floor","","","","","Ruby.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/10b0c4d6216f36330c65e8db97ca32087dd80334-4252x4252.jpg","FALSE","980",""
"y29nl9pwiSAsJMnZQk9s7p","Shangrila-Dark","shangrila-dark-300x300","wall-300x450","Shangrila-Dark","Ceramic","300×300 mm","Matt","Floor","","","","","SHANGRILA-DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8cfaf5e531c80900fa23baf9432bc38591b6d910-4913x4913.jpg","FALSE","990",""
"y29nl9pwiSAsJMnZQk9s9k","Silken Malena","silken-malena-300x300","wall-300x450","Silken Malena","Ceramic","300×300 mm","Matt","Floor","","","","","SILKEN MALENA_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/106eed9fff43261eceb76b187c5660be6e66e088-4913x4913.jpg","FALSE","1000",""
"y29nl9pwiSAsJMnZQk9sBf","Soapstone Dark Floor","soapstone-dark-300x300","wall-300x450","Soapstone","Ceramic","300×300 mm","Matt","Floor","","","","","SOAPSTONE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/335f5d8720fa88f9cb89ae7234879b079f0d4ad1-4945x4945.jpg","FALSE","1010",""
"y29nl9pwiSAsJMnZQk9sDa","Swan","swan-300x300","wall-300x450","Swan","Ceramic","300×300 mm","Matt","Floor","","","","","SWAN_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/67abcfe2a319f8641b4777d41af86ae52f132053-4913x4913.jpg","FALSE","1020",""
"y29nl9pwiSAsJMnZQk9sFV","Travertino Dark","travertino-dark-300x300","wall-300x450","Travertino","Ceramic","300×300 mm","Matt","Floor","","","","","TRAVERTINO_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c89283ac7d13a7a734239d5007f96337246ed92c-4945x4945.jpg","FALSE","1030",""
"y29nl9pwiSAsJMnZQk9sHQ","Vase","vase-300x300","wall-300x450","Vase","Ceramic","300×300 mm","Matt","Floor","","","","","VASE_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/3f348fa14328f2b96bb649d82b51cc53cf083f3d-4945x4945.jpg","FALSE","1040",""
"y29nl9pwiSAsJMnZQk9sJL","Vista","vista-300x300","wall-300x450","Vista","Ceramic","300×300 mm","Matt","Floor","","","","","Vista.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d11432a7ab1cb88da0ec6539a758f9bdce76c179-4252x4252.jpg","FALSE","1050",""
